detections,attack,application,category,threatType,severity,risk,region
3,Apple QuickTime Player H.264 Parsing Buffer Overflow Vulnerability,photobucket,code-execution,exploit,critical,threat,japan
89,Apple QuickTime Player H.264 Parsing Buffer Overflow Vulnerability,web-browsing,code-execution,exploit,critical,threat,americas
59,Apple QuickTime Player H.264 Parsing Buffer Overflow Vulnerability,web-browsing,code-execution,exploit,critical,threat,asiapacific
39,Apple QuickTime Player H.264 Parsing Buffer Overflow Vulnerability,web-browsing,code-execution,exploit,critical,threat,europe
3,Apple QuickTime Player H.264 Parsing Buffer Overflow Vulnerability,0,code-execution,exploit,critical,threat,americas
12,Apple QuickTime Player H.264 Parsing Buffer Overflow Vulnerability,0,code-execution,exploit,critical,threat,asiapacific
18,Apple QuickTime RTSP URI Parsing Buffer Overflow Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
1,Apple QuickTime RTSP URI Parsing Buffer Overflow Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
3,Apple QuickTime RTSP URI Parsing Buffer Overflow Vulnerability,0,code-execution,exploit,high,threat,asiapacific
2,Apple QuickTime Streaming Server Command Execution Vulnerability,web-browsing,code-execution,exploit,medium,threat,americas
5,Apple QuickTime STSZ Atom Parsing Heap Corruption Vulnerability,youtube-base,code-execution,exploit,critical,threat,asiapacific
1,Apple Safari for Windows and Internet Explorer Combined Code Execution Vulnerability,hotmail,code-execution,exploit,high,threat,americas
44,Apple Safari for Windows and Internet Explorer Combined Code Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
25,Apple Safari for Windows and Internet Explorer Combined Code Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
3,Apple Safari for Windows and Internet Explorer Combined Code Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
7,Apple Safari for Windows and Internet Explorer Combined Code Execution Vulnerability,0,code-execution,exploit,high,threat,americas
1,Apple Safari for Windows and Internet Explorer Combined Code Execution Vulnerability,0,code-execution,exploit,high,threat,asiapacific
4,Apple Safari for Windows Document.Location.Hash Buffer Overflow Vulnerability,flash,overflow,exploit,medium,threat,americas
4,Apple Safari for Windows Document.Location.Hash Buffer Overflow Vulnerability,google-translate-base,overflow,exploit,medium,threat,europe
27,Apple Safari for Windows Document.Location.Hash Buffer Overflow Vulnerability,http-proxy,overflow,exploit,medium,threat,americas
2,Apple Safari for Windows Document.Location.Hash Buffer Overflow Vulnerability,http-proxy,overflow,exploit,medium,threat,asiapacific
698,Apple Safari for Windows Document.Location.Hash Buffer Overflow Vulnerability,http-proxy,overflow,exploit,medium,threat,europe
13,Apple Safari for Windows Document.Location.Hash Buffer Overflow Vulnerability,mail.ru-base,overflow,exploit,medium,threat,asiapacific
9,Apple Safari for Windows Document.Location.Hash Buffer Overflow Vulnerability,mail.ru-base,overflow,exploit,medium,threat,europe
11,Apple Safari for Windows Document.Location.Hash Buffer Overflow Vulnerability,silverlight,overflow,exploit,medium,threat,europe
160,Apple Safari for Windows Document.Location.Hash Buffer Overflow Vulnerability,web-browsing,overflow,exploit,medium,threat,americas
8,Apple Safari for Windows Document.Location.Hash Buffer Overflow Vulnerability,web-browsing,overflow,exploit,medium,threat,asiapacific
1527,Apple Safari for Windows Document.Location.Hash Buffer Overflow Vulnerability,web-browsing,overflow,exploit,medium,threat,europe
5,Apple Safari for Windows Document.Location.Hash Buffer Overflow Vulnerability,web-browsing,overflow,exploit,medium,threat,japan
1,Apple Safari for Windows Document.Location.Hash Buffer Overflow Vulnerability,0,overflow,exploit,medium,threat,americas
2,Apple Safari for Windows Remote Command Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
1,Apple Safari Webkit Attribute Child Removal Code Execution Vulnerability,rss,code-execution,exploit,high,threat,asiapacific
1,Apple Safari Webkit Floating Point Data Type Parsing Vulnerability,http-proxy,code-execution,exploit,high,threat,asiapacific
1,Apple Safari Webkit Floating Point Data Type Parsing Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
30,Apple Safari WebKit Selections Use After Free Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
9,appRain CMF Arbitrary File Upload Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
44,appRain CMF Arbitrary File Upload Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
233,AppServ Open Project Remote File Include Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
1374,AppServ Open Project Remote File Include Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
230,AppServ Open Project Remote File Include Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
14,AppServ Open Project Remote File Include Vulnerability,web-browsing,code-execution,exploit,high,threat,japan
20,AppServ Open Project Remote File Include Vulnerability,webdav,code-execution,exploit,high,threat,europe
404,AppServ Open Project Remote File Include Vulnerability,0,code-execution,exploit,high,threat,asiapacific
144,ASP Webshell Access,web-browsing,code-execution,exploit,high,threat,asiapacific
1,Attempted Antivirus Detection Bypass via Malformed ZIP Archive,adobe-update,code-execution,exploit,medium,threat,americas
25,Attempted Antivirus Detection Bypass via Malformed ZIP Archive,ftp,code-execution,exploit,medium,threat,asiapacific
6,Attempted Antivirus Detection Bypass via Malformed ZIP Archive,google-earth,code-execution,exploit,medium,threat,americas
32,Attempted Antivirus Detection Bypass via Malformed ZIP Archive,web-browsing,code-execution,exploit,medium,threat,americas
2,Attempted Antivirus Detection Bypass via Malformed ZIP Archive,web-browsing,code-execution,exploit,medium,threat,asiapacific
3,Attempted Antivirus Detection Bypass via Malformed ZIP Archive,web-browsing,code-execution,exploit,medium,threat,europe
37,Aurigma Image Uploader ActiveX Controls ExtractIptc/ExtractExif Buffer Overflow Vulnerabilities,web-browsing,overflow,exploit,high,threat,asiapacific
1,AutoIt.Gen Backdoor Traffic,facebook-base,backdoor,malware,high,threat,europe
21,AutoIt.Gen Backdoor Traffic,google-analytics,backdoor,malware,high,threat,asiapacific
4,AutoIt.Gen Backdoor Traffic,google-maps,backdoor,malware,high,threat,asiapacific
4,AutoIt.Gen Backdoor Traffic,google-safebrowsing,backdoor,malware,high,threat,asiapacific
3,AutoIt.Gen Backdoor Traffic,google-translate-manual,backdoor,malware,high,threat,asiapacific
3,AutoIt.Gen Backdoor Traffic,google-update,backdoor,malware,high,threat,asiapacific
20,AutoIt.Gen Backdoor Traffic,http-proxy,backdoor,malware,high,threat,asiapacific
79,AutoIt.Gen Backdoor Traffic,rss,backdoor,malware,high,threat,americas
3,AutoIt.Gen Backdoor Traffic,twitter-base,backdoor,malware,high,threat,asiapacific
2578893,AutoIt.Gen Backdoor Traffic,web-browsing,backdoor,malware,high,threat,americas
1902128,AutoIt.Gen Backdoor Traffic,web-browsing,backdoor,malware,high,threat,asiapacific
228147,AutoIt.Gen Backdoor Traffic,web-browsing,backdoor,malware,high,threat,europe
55,AutoIt.Gen Backdoor Traffic,web-browsing,backdoor,malware,high,threat,japan
16,AutoIt.Gen Backdoor Traffic,web-crawler,backdoor,malware,high,threat,americas
55031,AutoIt.Gen Backdoor Traffic,0,backdoor,malware,high,threat,americas
3723,AutoIt.Gen Backdoor Traffic,0,backdoor,malware,high,threat,asiapacific
372,AutoIt.Gen Backdoor Traffic,0,backdoor,malware,high,threat,europe
5825,AutoIt.Gen Backdoor Traffic,0,backdoor,malware,high,threat,japan
10,Autorun User-Agent Traffic,flash,spyware,malware,medium,threat,asiapacific
1,Autorun User-Agent Traffic,http-audio,spyware,malware,medium,threat,europe
155380,Autorun User-Agent Traffic,web-browsing,spyware,malware,medium,threat,americas
12287,Autorun User-Agent Traffic,web-browsing,spyware,malware,medium,threat,asiapacific
28835,Autorun User-Agent Traffic,web-browsing,spyware,malware,medium,threat,europe
11245,Autorun User-Agent Traffic,web-browsing,spyware,malware,medium,threat,japan
3,Autorun User-Agent Traffic,web-crawler,spyware,malware,medium,threat,americas
1,Autorun User-Agent Traffic,web-crawler,spyware,malware,medium,threat,europe
21,Autorun User-Agent Traffic,0,spyware,malware,medium,threat,americas
2829,Autorun User-Agent Traffic,0,spyware,malware,medium,threat,asiapacific
1,Autorun User-Agent Traffic,0,spyware,malware,medium,threat,europe
11,Autorun User-Agent Traffic,0,spyware,malware,medium,threat,japan
1,AvenueMedia_DyFuCA POST DATA,web-browsing,adware,malware,high,threat,japan
1,AvenueMedia_DyFuCA POST DATA,0,adware,malware,high,threat,americas
411,Awstats Migrate Parameter Remote Command Execution,web-browsing,code-execution,exploit,high,threat,americas
100,Awstats Migrate Parameter Remote Command Execution,web-browsing,code-execution,exploit,high,threat,asiapacific
65,Awstats Migrate Parameter Remote Command Execution,web-browsing,code-execution,exploit,high,threat,europe
15,Awstats Migrate Parameter Remote Command Execution,web-crawler,code-execution,exploit,high,threat,americas
222,Awstats Migrate Parameter Remote Command Execution,webdav,code-execution,exploit,high,threat,americas
4,Awstats Migrate Parameter Remote Command Execution,webdav,code-execution,exploit,high,threat,asiapacific
1,AWStats Remote Code Execution Vulnerability,bugzilla,code-execution,exploit,high,threat,europe
1,AWStats Remote Code Execution Vulnerability,flash,code-execution,exploit,high,threat,americas
1,AWStats Remote Code Execution Vulnerability,http-proxy,code-execution,exploit,high,threat,americas
58,AWStats Remote Code Execution Vulnerability,http-proxy,code-execution,exploit,high,threat,asiapacific
2,AWStats Remote Code Execution Vulnerability,http-proxy,code-execution,exploit,high,threat,europe
6,AWStats Remote Code Execution Vulnerability,sharepoint-base,code-execution,exploit,high,threat,americas
3099,AWStats Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
959,AWStats Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
31758,AWStats Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
44,AWStats Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,japan
22,AWStats Remote Code Execution Vulnerability,web-crawler,code-execution,exploit,high,threat,americas
222,AWStats Remote Code Execution Vulnerability,webdav,code-execution,exploit,high,threat,americas
6,AWStats Remote Code Execution Vulnerability,webdav,code-execution,exploit,high,threat,asiapacific
1,AWStats Remote Code Execution Vulnerability,webdav,code-execution,exploit,high,threat,europe
40,Axigen POP3 Service Remote Format String Vulnerability,pop3,code-execution,exploit,high,threat,asiapacific
4,Backdoor AolTrojan,custom-tcp,backdoor,malware,high,threat,asiapacific
4,Backdoor Bugs,custom-tcp,backdoor,malware,high,threat,asiapacific
12,Backdoor Deep throat,custom-udp,backdoor,malware,high,threat,asiapacific
32,Backdoor DeltaSource 0.7,custom-udp,backdoor,malware,high,threat,americas
4,Backdoor Forced entry 1.1,custom-tcp,backdoor,malware,high,threat,asiapacific
4,Backdoor Gate crasher 1.2,custom-tcp,backdoor,malware,high,threat,asiapacific
8,Backdoor GirlFriend 1.3,custom-tcp,backdoor,malware,high,threat,asiapacific
4,Backdoor Phase zero 1.0,custom-tcp,backdoor,malware,high,threat,asiapacific
10,Backdoor.Win32.GGDoor.22,web-browsing,backdoor,malware,medium,threat,americas
1710,Backdoor.Win32.GGDoor.22,web-browsing,backdoor,malware,medium,threat,europe
26,BadBlue MFCISAPICommand Parameter Buffer Overflow Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
43,BadBlue MFCISAPICommand Parameter Buffer Overflow Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
18,Bagle User-Agent Traffic,web-browsing,spyware,malware,medium,threat,americas
90,BakBone NetVault Buffer Overflow,custom-tcp,overflow,exploit,high,threat,asiapacific
1,Barracuda Spam Firewall Remote Command Execution Vulnerability,flash,code-execution,exploit,high,threat,europe
1,Barracuda Spam Firewall Remote Command Execution Vulnerability,sharepoint-base,code-execution,exploit,high,threat,americas
2,Barracuda Spam Firewall Remote Command Execution Vulnerability,sharepoint-base,code-execution,exploit,high,threat,europe
2301,Barracuda Spam Firewall Remote Command Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
640,Barracuda Spam Firewall Remote Command Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
6747,Barracuda Spam Firewall Remote Command Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
36,Barracuda Spam Firewall Remote Command Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,japan
8,Barracuda Spam Firewall Remote Command Execution Vulnerability,web-crawler,code-execution,exploit,high,threat,europe
2,Barracuda Spam Firewall Remote Command Execution Vulnerability,webdav,code-execution,exploit,high,threat,europe
6,Barracuda Spam Firewall Remote Command Execution Vulnerability,0,code-execution,exploit,high,threat,americas
1,Barracuda Spam Firewall Remote Command Execution Vulnerability,0,code-execution,exploit,high,threat,asiapacific
40,Basic Analysis and Security Engine File Include Vulnerability,web-browsing,code-execution,exploit,medium,threat,americas
3,Basic Analysis and Security Engine File Include Vulnerability,web-browsing,code-execution,exploit,medium,threat,asiapacific
91,Basic Analysis and Security Engine File Include Vulnerability,web-browsing,code-execution,exploit,medium,threat,europe
10,Basic Analysis and Security Engine File Include Vulnerability,webdav,code-execution,exploit,medium,threat,europe
8,BEEE smtp,smtp,adware,malware,high,threat,asiapacific
145,BEEE smtp,smtp,adware,malware,high,threat,europe
8,Belkin BullDog Plus Web Service Buffer Overflow Vulnerability,web-browsing,overflow,exploit,medium,threat,americas
4,BerliOS Docpile:we auth.inc.php INIT_PATH Parameter PHP File Include Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
4,BerliOS Docpile:we templates.inc.php INIT_PATH Parameter PHP File Include Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
